Timespace,AQI,hour,day,month
2025-07-03 16:13:18,88,16,Thursday,7
2025-07-03 16:28:18,87,16,Thursday,7
2025-07-03 16:43:17,87,16,Thursday,7
2025-07-03 16:58:17,87,16,Thursday,7
2025-07-03 17:13:16,67,17,Thursday,7
2025-07-03 17:28:17,68,17,Thursday,7
2025-07-03 17:43:17,68,17,Thursday,7
2025-07-03 17:58:21,68,17,Thursday,7
2025-07-03 18:13:19,65,18,Thursday,7
2025-07-03 18:28:20,70,18,Thursday,7
2025-07-03 18:43:17,70,18,Thursday,7
2025-07-03 18:58:19,70,18,Thursday,7
2025-07-03 19:13:16,65,19,Thursday,7
2025-07-03 19:28:18,71,19,Thursday,7
2025-07-03 19:43:17,71,19,Thursday,7
2025-07-03 19:58:20,71,19,Thursday,7
2025-07-03 20:13:17,65,20,Thursday,7
2025-07-03 20:28:18,76,20,Thursday,7
2025-07-03 20:43:18,76,20,Thursday,7
2025-07-03 20:58:18,76,20,Thursday,7
2025-07-03 21:13:17,60,21,Thursday,7
2025-07-03 21:28:19,84,21,Thursday,7
2025-07-03 21:43:17,84,21,Thursday,7
2025-07-03 21:58:16,84,21,Thursday,7
2025-07-03 22:13:17,69,22,Thursday,7
2025-07-03 22:28:18,77,22,Thursday,7
2025-07-03 22:43:17,77,22,Thursday,7
2025-07-03 22:58:16,77,22,Thursday,7
2025-07-03 23:13:17,64,23,Thursday,7
2025-07-03 23:28:18,77,23,Thursday,7
2025-07-03 23:43:18,77,23,Thursday,7
2025-07-03 23:58:16,77,23,Thursday,7
2025-07-04 00:13:19,64,0,Friday,7
2025-07-04 00:28:17,70,0,Friday,7
2025-07-04 00:43:17,70,0,Friday,7
2025-07-04 00:58:17,70,0,Friday,7
2025-07-04 01:13:21,61,1,Friday,7
2025-07-04 01:28:17,69,1,Friday,7
2025-07-04 01:43:20,69,1,Friday,7
2025-07-04 01:58:17,69,1,Friday,7
2025-07-04 02:13:20,58,2,Friday,7
2025-07-04 02:28:16,69,2,Friday,7
2025-07-04 02:43:17,69,2,Friday,7
2025-07-04 02:58:19,69,2,Friday,7
2025-07-04 03:13:16,58,3,Friday,7
2025-07-04 03:28:16,69,3,Friday,7
2025-07-04 03:43:16,69,3,Friday,7
2025-07-04 03:58:21,69,3,Friday,7
2025-07-04 04:13:18,56,4,Friday,7
2025-07-04 04:28:16,69,4,Friday,7
2025-07-04 04:43:17,69,4,Friday,7
2025-07-04 04:58:17,69,4,Friday,7
2025-07-04 05:13:17,54,5,Friday,7
2025-07-04 05:28:17,65,5,Friday,7
2025-07-04 05:43:19,65,5,Friday,7
2025-07-04 05:58:16,65,5,Friday,7
2025-07-04 06:13:17,53,6,Friday,7
2025-07-04 06:28:17,62,6,Friday,7
2025-07-04 06:43:17,62,6,Friday,7
2025-07-04 06:58:17,62,6,Friday,7
2025-07-04 07:13:18,55,7,Friday,7
2025-07-04 07:28:16,67,7,Friday,7
2025-07-04 07:43:16,67,7,Friday,7
2025-07-04 07:58:16,67,7,Friday,7
2025-07-04 08:13:23,57,8,Friday,7
2025-07-04 08:28:20,68,8,Friday,7
2025-07-04 08:43:17,68,8,Friday,7
2025-07-04 08:58:19,68,8,Friday,7
2025-07-04 09:13:16,60,9,Friday,7
2025-07-04 09:28:18,71,9,Friday,7
2025-07-04 09:43:18,71,9,Friday,7
2025-07-04 09:58:16,71,9,Friday,7
2025-07-04 10:13:20,69,10,Friday,7
2025-07-04 10:28:19,80,10,Friday,7
2025-07-04 10:43:16,80,10,Friday,7
2025-07-04 10:58:16,80,10,Friday,7
2025-07-04 11:13:20,69,11,Friday,7
2025-07-04 11:28:17,80,11,Friday,7
2025-07-04 11:43:18,80,11,Friday,7
2025-07-04 11:58:16,80,11,Friday,7
2025-07-04 12:13:18,98,12,Friday,7
2025-07-04 12:28:18,111,12,Friday,7
2025-07-04 12:43:17,111,12,Friday,7
2025-07-04 12:58:18,111,12,Friday,7
2025-07-04 13:13:17,72,13,Friday,7
2025-07-04 13:28:18,82,13,Friday,7
2025-07-04 13:43:17,82,13,Friday,7
2025-07-04 13:58:17,82,13,Friday,7
2025-07-04 14:13:17,64,14,Friday,7
2025-07-04 14:28:17,66,14,Friday,7
2025-07-04 14:43:16,66,14,Friday,7
2025-07-04 14:58:16,66,14,Friday,7
2025-07-04 15:13:19,59,15,Friday,7
2025-07-04 15:28:18,61,15,Friday,7
2025-07-04 15:43:16,61,15,Friday,7
2025-07-04 15:58:18,61,15,Friday,7
2025-07-04 16:13:17,67,16,Friday,7
2025-07-04 16:28:18,73,16,Friday,7
2025-07-04 16:43:17,73,16,Friday,7
2025-07-04 16:58:18,73,16,Friday,7
2025-07-04 17:13:16,59,17,Friday,7
2025-07-04 17:28:17,63,17,Friday,7
2025-07-04 17:43:18,63,17,Friday,7
2025-07-04 17:58:16,63,17,Friday,7
2025-07-04 18:13:33,96,18,Friday,7
2025-07-04 18:28:16,96,18,Friday,7
2025-07-04 18:43:18,96,18,Friday,7
2025-07-04 18:58:19,96,18,Friday,7
2025-07-04 19:13:17,65,19,Friday,7
2025-07-04 19:28:16,67,19,Friday,7
2025-07-04 19:43:18,67,19,Friday,7
2025-07-04 19:58:16,67,19,Friday,7
2025-07-04 20:13:18,87,20,Friday,7
2025-07-04 20:28:18,88,20,Friday,7
2025-07-04 20:43:17,88,20,Friday,7
2025-07-04 20:58:25,88,20,Friday,7
2025-07-04 21:13:20,64,21,Friday,7
2025-07-04 21:28:17,72,21,Friday,7
2025-07-04 21:43:17,72,21,Friday,7
2025-07-04 21:58:19,72,21,Friday,7
2025-07-04 22:13:16,73,22,Friday,7
2025-07-04 22:28:19,75,22,Friday,7
2025-07-04 22:43:16,75,22,Friday,7
2025-07-04 22:58:17,75,22,Friday,7
2025-07-04 23:13:17,73,23,Friday,7
2025-07-04 23:28:17,77,23,Friday,7
2025-07-04 23:43:17,77,23,Friday,7
2025-07-04 23:58:16,77,23,Friday,7
2025-07-05 00:13:17,64,0,Saturday,7
2025-07-05 00:28:16,77,0,Saturday,7
2025-07-05 00:43:16,77,0,Saturday,7
2025-07-05 00:58:16,77,0,Saturday,7
2025-07-05 01:13:16,64,1,Saturday,7
2025-07-05 01:28:17,82,1,Saturday,7
2025-07-05 01:43:16,82,1,Saturday,7
2025-07-05 01:58:16,82,1,Saturday,7
2025-07-05 02:13:16,74,2,Saturday,7
2025-07-05 02:28:16,84,2,Saturday,7
2025-07-05 02:43:16,84,2,Saturday,7
2025-07-05 02:58:16,84,2,Saturday,7
2025-07-05 03:13:16,61,3,Saturday,7
2025-07-05 03:28:17,79,3,Saturday,7
2025-07-05 03:43:18,79,3,Saturday,7
2025-07-05 03:58:16,79,3,Saturday,7
2025-07-05 04:13:17,75,4,Saturday,7
2025-07-05 04:28:17,84,4,Saturday,7
2025-07-05 04:43:17,84,4,Saturday,7
2025-07-05 04:58:17,84,4,Saturday,7
2025-07-05 05:13:16,66,5,Saturday,7
2025-07-05 05:28:16,81,5,Saturday,7
2025-07-05 05:43:18,81,5,Saturday,7
2025-07-05 05:58:18,81,5,Saturday,7
2025-07-05 06:13:17,82,6,Saturday,7
2025-07-05 06:28:16,82,6,Saturday,7
2025-07-05 06:43:17,82,6,Saturday,7
2025-07-05 06:58:16,82,6,Saturday,7
2025-07-05 07:13:16,64,7,Saturday,7
2025-07-05 07:28:17,76,7,Saturday,7
2025-07-05 07:43:17,76,7,Saturday,7
2025-07-05 07:58:16,76,7,Saturday,7
2025-07-05 08:13:17,63,8,Saturday,7
2025-07-05 08:28:19,73,8,Saturday,7
2025-07-05 08:43:17,73,8,Saturday,7
2025-07-05 08:58:17,73,8,Saturday,7
2025-07-05 09:13:17,62,9,Saturday,7
2025-07-05 09:28:17,73,9,Saturday,7
2025-07-05 09:43:17,73,9,Saturday,7
2025-07-05 09:58:17,73,9,Saturday,7
2025-07-05 10:13:18,56,10,Saturday,7
2025-07-05 10:28:17,72,10,Saturday,7
2025-07-05 10:43:16,72,10,Saturday,7
2025-07-05 10:58:19,72,10,Saturday,7
2025-07-05 11:13:20,60,11,Saturday,7
2025-07-05 11:28:17,69,11,Saturday,7
2025-07-05 11:43:21,69,11,Saturday,7
2025-07-05 11:58:17,69,11,Saturday,7
2025-07-05 12:13:17,66,12,Saturday,7
2025-07-05 12:28:17,76,12,Saturday,7
2025-07-05 12:43:16,76,12,Saturday,7
2025-07-05 12:58:16,76,12,Saturday,7
2025-07-05 13:13:17,82,13,Saturday,7
2025-07-05 13:28:17,82,13,Saturday,7
2025-07-05 13:43:17,82,13,Saturday,7
2025-07-05 13:58:18,82,13,Saturday,7
2025-07-05 14:13:16,77,14,Saturday,7
2025-07-05 14:28:16,79,14,Saturday,7
2025-07-05 14:43:16,79,14,Saturday,7
2025-07-05 14:58:17,79,14,Saturday,7
2025-07-05 15:13:16,63,15,Saturday,7
2025-07-05 15:28:19,73,15,Saturday,7
2025-07-05 15:43:18,73,15,Saturday,7
2025-07-05 15:58:17,73,15,Saturday,7
2025-07-05 16:13:17,92,16,Saturday,7
2025-07-05 16:28:17,84,16,Saturday,7
2025-07-05 16:43:16,84,16,Saturday,7
2025-07-05 16:58:18,84,16,Saturday,7
2025-07-05 17:13:19,55,17,Saturday,7
2025-07-05 17:28:19,57,17,Saturday,7
2025-07-05 17:43:17,57,17,Saturday,7
2025-07-05 17:58:16,57,17,Saturday,7
2025-07-05 18:13:18,56,18,Saturday,7
2025-07-05 18:28:18,58,18,Saturday,7
2025-07-05 18:43:16,58,18,Saturday,7
2025-07-05 18:58:17,58,18,Saturday,7
2025-07-05 19:13:19,58,19,Saturday,7
2025-07-05 19:28:16,60,19,Saturday,7
2025-07-05 19:43:17,60,19,Saturday,7
2025-07-05 19:58:16,60,19,Saturday,7
2025-07-05 20:13:17,61,20,Saturday,7
2025-07-05 20:28:16,61,20,Saturday,7
2025-07-05 20:43:17,61,20,Saturday,7
2025-07-05 20:58:17,61,20,Saturday,7
2025-07-05 21:13:19,62,21,Saturday,7
2025-07-05 21:28:16,73,21,Saturday,7
2025-07-05 21:43:17,73,21,Saturday,7
2025-07-05 21:58:17,73,21,Saturday,7
2025-07-05 22:13:18,67,22,Saturday,7
2025-07-05 22:28:16,77,22,Saturday,7
2025-07-05 22:43:17,77,22,Saturday,7
2025-07-05 22:58:17,77,22,Saturday,7
2025-07-05 23:13:19,65,23,Saturday,7
2025-07-05 23:28:17,77,23,Saturday,7
2025-07-05 23:43:17,77,23,Saturday,7
2025-07-05 23:58:16,77,23,Saturday,7
2025-07-06 00:13:16,68,0,Sunday,7
2025-07-06 00:28:18,80,0,Sunday,7
2025-07-06 00:43:17,80,0,Sunday,7
2025-07-06 00:58:18,80,0,Sunday,7
2025-07-06 01:13:17,65,1,Sunday,7
2025-07-06 01:28:16,79,1,Sunday,7
2025-07-06 01:43:17,79,1,Sunday,7
2025-07-06 01:58:17,79,1,Sunday,7
2025-07-06 02:13:17,66,2,Sunday,7
2025-07-06 02:28:16,76,2,Sunday,7
2025-07-06 02:43:17,76,2,Sunday,7
2025-07-06 02:58:18,76,2,Sunday,7
2025-07-06 03:13:16,75,3,Sunday,7
2025-07-06 03:28:17,84,3,Sunday,7
2025-07-06 03:43:17,84,3,Sunday,7
2025-07-06 03:58:16,84,3,Sunday,7
2025-07-06 04:13:16,62,4,Sunday,7
2025-07-06 04:28:17,73,4,Sunday,7
2025-07-06 04:43:16,73,4,Sunday,7
2025-07-06 04:58:16,73,4,Sunday,7
2025-07-06 05:13:16,61,5,Sunday,7
2025-07-06 05:28:18,72,5,Sunday,7
2025-07-06 05:43:16,72,5,Sunday,7
2025-07-06 05:58:17,72,5,Sunday,7
2025-07-06 06:13:16,61,6,Sunday,7
2025-07-06 06:28:18,68,6,Sunday,7
2025-07-06 06:43:16,68,6,Sunday,7
2025-07-06 06:58:16,68,6,Sunday,7
2025-07-06 07:13:16,60,7,Sunday,7
2025-07-06 07:28:16,71,7,Sunday,7
2025-07-06 07:43:17,71,7,Sunday,7
2025-07-06 07:58:17,71,7,Sunday,7
2025-07-06 08:13:16,60,8,Sunday,7
2025-07-06 08:28:16,72,8,Sunday,7
2025-07-06 08:43:16,72,8,Sunday,7
2025-07-06 08:58:16,72,8,Sunday,7
2025-07-06 09:13:17,61,9,Sunday,7
2025-07-06 09:28:17,72,9,Sunday,7
2025-07-06 09:43:16,72,9,Sunday,7
2025-07-06 09:58:16,72,9,Sunday,7
2025-07-06 10:13:17,61,10,Sunday,7
2025-07-06 10:28:17,72,10,Sunday,7
2025-07-06 10:43:18,72,10,Sunday,7
2025-07-06 10:58:20,72,10,Sunday,7
2025-07-06 11:13:17,61,11,Sunday,7
2025-07-06 11:28:18,61,11,Sunday,7
2025-07-06 11:43:17,61,11,Sunday,7
2025-07-06 11:58:16,61,11,Sunday,7
2025-07-06 12:13:16,61,12,Sunday,7
2025-07-06 12:28:17,71,12,Sunday,7
2025-07-06 12:43:18,71,12,Sunday,7
2025-07-06 12:58:28,71,12,Sunday,7
2025-07-06 13:13:16,62,13,Sunday,7
2025-07-06 13:28:18,71,13,Sunday,7
2025-07-06 13:43:19,71,13,Sunday,7
2025-07-06 13:58:16,71,13,Sunday,7
2025-07-06 14:13:18,69,14,Sunday,7
2025-07-06 14:28:17,69,14,Sunday,7
2025-07-06 14:43:18,69,14,Sunday,7
2025-07-06 14:58:17,69,14,Sunday,7
2025-07-06 15:13:19,62,15,Sunday,7
2025-07-06 15:28:16,69,15,Sunday,7
2025-07-06 15:43:16,69,15,Sunday,7
2025-07-06 15:58:19,69,15,Sunday,7
2025-07-06 16:13:17,59,16,Sunday,7
2025-07-06 16:28:16,63,16,Sunday,7
2025-07-06 16:43:18,63,16,Sunday,7
2025-07-06 16:58:18,63,16,Sunday,7
2025-07-06 17:13:16,60,17,Sunday,7
2025-07-06 17:28:17,71,17,Sunday,7
2025-07-06 17:43:16,71,17,Sunday,7
2025-07-06 17:58:16,71,17,Sunday,7
2025-07-06 18:13:17,62,18,Sunday,7
2025-07-06 18:28:18,73,18,Sunday,7
2025-07-06 18:43:17,73,18,Sunday,7
2025-07-06 18:58:17,73,18,Sunday,7
2025-07-06 19:13:20,62,19,Sunday,7
2025-07-06 19:28:18,71,19,Sunday,7
2025-07-06 19:43:17,71,19,Sunday,7
2025-07-06 19:58:16,71,19,Sunday,7
2025-07-06 20:13:17,75,20,Sunday,7
2025-07-06 20:28:17,75,20,Sunday,7
2025-07-06 20:43:16,75,20,Sunday,7
2025-07-06 20:58:18,75,20,Sunday,7
2025-07-06 21:13:16,92,21,Sunday,7
2025-07-06 21:28:19,98,21,Sunday,7
2025-07-06 21:43:18,98,21,Sunday,7
2025-07-06 21:58:17,98,21,Sunday,7
2025-07-06 22:13:17,61,22,Sunday,7
2025-07-06 22:28:16,64,22,Sunday,7
2025-07-06 22:43:17,64,22,Sunday,7
2025-07-06 22:58:18,64,22,Sunday,7
2025-07-06 23:13:18,65,23,Sunday,7
2025-07-06 23:28:16,75,23,Sunday,7
2025-07-06 23:43:16,75,23,Sunday,7
2025-07-06 23:58:17,75,23,Sunday,7
2025-07-07 00:13:16,65,0,Monday,7
2025-07-07 00:28:16,75,0,Monday,7
2025-07-07 00:43:17,75,0,Monday,7
2025-07-07 00:58:16,75,0,Monday,7
2025-07-07 01:13:17,65,1,Monday,7
2025-07-07 01:28:18,73,1,Monday,7
2025-07-07 01:43:16,73,1,Monday,7
2025-07-07 01:58:17,73,1,Monday,7
2025-07-07 02:13:16,60,2,Monday,7
2025-07-07 02:28:23,61,2,Monday,7
2025-07-07 02:43:18,61,2,Monday,7
2025-07-07 02:58:16,61,2,Monday,7
2025-07-07 03:13:16,54,3,Monday,7
2025-07-07 03:28:16,54,3,Monday,7
2025-07-07 03:43:16,54,3,Monday,7
2025-07-07 03:58:19,54,3,Monday,7
2025-07-07 04:13:16,42,4,Monday,7
2025-07-07 04:28:17,52,4,Monday,7
2025-07-07 04:43:16,52,4,Monday,7
2025-07-07 04:58:16,52,4,Monday,7
2025-07-07 05:13:18,54,5,Monday,7
2025-07-07 05:28:16,57,5,Monday,7
2025-07-07 05:43:16,57,5,Monday,7
2025-07-07 05:58:16,57,5,Monday,7
2025-07-07 06:13:17,55,6,Monday,7
2025-07-07 06:28:16,55,6,Monday,7
2025-07-07 06:43:19,55,6,Monday,7
2025-07-07 06:58:18,55,6,Monday,7
2025-07-07 07:13:19,46,7,Monday,7
2025-07-07 07:28:18,53,7,Monday,7
2025-07-07 07:43:23,53,7,Monday,7
2025-07-07 07:58:19,53,7,Monday,7
2025-07-07 08:13:17,69,8,Monday,7
2025-07-07 08:28:18,70,8,Monday,7
2025-07-07 08:43:17,70,8,Monday,7
2025-07-07 08:58:17,70,8,Monday,7
2025-07-07 09:13:25,59,9,Monday,7
2025-07-07 09:28:17,77,9,Monday,7
2025-07-07 09:43:16,77,9,Monday,7
2025-07-07 09:58:17,77,9,Monday,7
2025-07-07 10:13:18,67,10,Monday,7
2025-07-07 10:28:17,77,10,Monday,7
2025-07-07 10:43:16,77,10,Monday,7
2025-07-07 10:58:19,77,10,Monday,7
2025-07-07 11:13:16,81,11,Monday,7
2025-07-07 11:28:16,88,11,Monday,7
2025-07-07 11:43:17,88,11,Monday,7
2025-07-07 11:58:17,88,11,Monday,7
2025-07-07 12:13:17,74,12,Monday,7
2025-07-07 12:28:18,88,12,Monday,7
2025-07-07 12:43:19,88,12,Monday,7
2025-07-07 12:58:17,88,12,Monday,7
2025-07-07 13:13:20,82,13,Monday,7
2025-07-07 13:28:19,82,13,Monday,7
2025-07-07 13:43:16,82,13,Monday,7
2025-07-07 13:58:20,82,13,Monday,7
2025-07-07 14:13:16,69,14,Monday,7
2025-07-07 14:28:17,73,14,Monday,7
2025-07-07 14:43:19,73,14,Monday,7
2025-07-07 14:58:17,73,14,Monday,7
2025-07-07 15:13:16,68,15,Monday,7
2025-07-07 15:28:19,73,15,Monday,7
2025-07-07 15:43:19,73,15,Monday,7
2025-07-07 15:58:16,73,15,Monday,7
2025-07-07 16:13:18,64,16,Monday,7
2025-07-07 16:28:16,64,16,Monday,7
2025-07-07 16:43:18,64,16,Monday,7
2025-07-07 16:58:16,64,16,Monday,7
2025-07-07 17:13:16,53,17,Monday,7
2025-07-07 17:28:17,67,17,Monday,7
2025-07-07 17:43:18,67,17,Monday,7
2025-07-07 17:58:20,67,17,Monday,7
2025-07-07 18:13:16,65,18,Monday,7
2025-07-07 18:28:16,69,18,Monday,7
2025-07-07 18:43:16,69,18,Monday,7
2025-07-07 18:58:20,69,18,Monday,7
2025-07-07 19:13:16,69,19,Monday,7
2025-07-07 19:28:37,73,19,Monday,7
2025-07-07 19:43:18,73,19,Monday,7
2025-07-07 19:58:17,73,19,Monday,7
2025-07-07 20:13:17,77,20,Monday,7
2025-07-07 20:28:19,83,20,Monday,7
2025-07-07 20:43:19,83,20,Monday,7
2025-07-07 20:58:17,83,20,Monday,7
2025-07-07 21:13:17,81,21,Monday,7
2025-07-07 21:28:20,87,21,Monday,7
2025-07-07 21:43:17,87,21,Monday,7
2025-07-07 21:58:17,87,21,Monday,7
2025-07-07 22:13:18,85,22,Monday,7
2025-07-07 22:28:17,85,22,Monday,7
2025-07-07 22:43:17,85,22,Monday,7
2025-07-07 22:58:17,85,22,Monday,7
2025-07-07 23:13:17,76,23,Monday,7
2025-07-07 23:28:17,87,23,Monday,7
2025-07-07 23:43:16,87,23,Monday,7
2025-07-07 23:58:16,87,23,Monday,7
2025-07-08 00:13:16,63,0,Tuesday,7
2025-07-08 00:28:20,64,0,Tuesday,7
2025-07-08 00:43:17,64,0,Tuesday,7
2025-07-08 00:58:16,64,0,Tuesday,7
2025-07-08 01:13:19,77,1,Tuesday,7
2025-07-08 01:28:17,82,1,Tuesday,7
2025-07-08 01:43:17,82,1,Tuesday,7
2025-07-08 01:58:17,82,1,Tuesday,7
2025-07-08 02:13:17,73,2,Tuesday,7
2025-07-08 02:28:16,84,2,Tuesday,7
2025-07-08 02:43:16,84,2,Tuesday,7
2025-07-08 02:58:16,84,2,Tuesday,7
2025-07-08 03:13:18,60,3,Tuesday,7
2025-07-08 03:28:17,67,3,Tuesday,7
2025-07-08 03:43:19,67,3,Tuesday,7
2025-07-08 03:58:17,67,3,Tuesday,7
2025-07-08 04:13:17,71,4,Tuesday,7
2025-07-08 04:28:16,71,4,Tuesday,7
2025-07-08 04:43:17,71,4,Tuesday,7
2025-07-08 04:58:17,71,4,Tuesday,7
2025-07-08 05:13:23,68,5,Tuesday,7
2025-07-08 05:28:18,68,5,Tuesday,7
2025-07-08 05:43:16,68,5,Tuesday,7
2025-07-08 05:58:16,68,5,Tuesday,7
2025-07-08 06:13:17,59,6,Tuesday,7
2025-07-08 06:28:17,60,6,Tuesday,7
2025-07-08 06:43:17,60,6,Tuesday,7
2025-07-08 06:58:16,60,6,Tuesday,7
2025-07-08 07:13:19,59,7,Tuesday,7
2025-07-08 07:28:17,60,7,Tuesday,7
2025-07-08 07:43:17,60,7,Tuesday,7
2025-07-08 07:58:17,60,7,Tuesday,7
2025-07-08 08:13:17,63,8,Tuesday,7
2025-07-08 08:28:17,67,8,Tuesday,7
2025-07-08 08:43:16,67,8,Tuesday,7
2025-07-08 08:58:16,67,8,Tuesday,7
2025-07-08 09:13:17,71,9,Tuesday,7
2025-07-08 09:28:17,83,9,Tuesday,7
2025-07-08 09:43:17,83,9,Tuesday,7
2025-07-08 09:58:17,83,9,Tuesday,7
2025-07-08 10:13:16,74,10,Tuesday,7
2025-07-08 10:28:16,84,10,Tuesday,7
2025-07-08 10:43:17,84,10,Tuesday,7
2025-07-08 10:58:18,84,10,Tuesday,7
2025-07-08 11:13:16,75,11,Tuesday,7
2025-07-08 11:28:17,82,11,Tuesday,7
2025-07-08 11:43:18,82,11,Tuesday,7
2025-07-08 11:58:16,82,11,Tuesday,7
2025-07-08 12:13:17,82,12,Tuesday,7
2025-07-08 12:28:18,82,12,Tuesday,7
2025-07-08 12:43:17,82,12,Tuesday,7
2025-07-08 12:58:17,82,12,Tuesday,7
2025-07-08 13:13:17,82,13,Tuesday,7
2025-07-08 13:28:17,82,13,Tuesday,7
2025-07-08 13:43:18,82,13,Tuesday,7
2025-07-08 13:58:17,82,13,Tuesday,7
2025-07-08 14:13:19,71,14,Tuesday,7
2025-07-08 14:28:17,86,14,Tuesday,7
2025-07-08 14:43:18,86,14,Tuesday,7
2025-07-08 14:58:19,86,14,Tuesday,7
2025-07-08 15:13:16,75,15,Tuesday,7
2025-07-08 15:28:16,78,15,Tuesday,7
2025-07-08 15:43:16,78,15,Tuesday,7
2025-07-08 15:58:16,78,15,Tuesday,7
2025-07-08 16:13:18,73,16,Tuesday,7
2025-07-08 16:28:19,82,16,Tuesday,7
2025-07-08 16:43:19,82,16,Tuesday,7
2025-07-08 16:58:21,82,16,Tuesday,7
2025-07-08 17:13:17,72,17,Tuesday,7
2025-07-08 17:28:19,76,17,Tuesday,7
2025-07-08 17:43:17,76,17,Tuesday,7
2025-07-08 17:58:19,76,17,Tuesday,7
2025-07-08 18:13:19,70,18,Tuesday,7
2025-07-08 18:28:19,70,18,Tuesday,7
2025-07-08 18:43:16,70,18,Tuesday,7
2025-07-08 18:58:23,70,18,Tuesday,7
2025-07-08 19:13:19,64,19,Tuesday,7
2025-07-08 19:28:18,80,19,Tuesday,7
2025-07-08 19:43:16,80,19,Tuesday,7
2025-07-08 19:58:17,80,19,Tuesday,7
2025-07-08 20:13:16,69,20,Tuesday,7
2025-07-08 20:28:19,71,20,Tuesday,7
2025-07-08 20:43:17,71,20,Tuesday,7
2025-07-08 20:58:16,71,20,Tuesday,7
2025-07-08 21:13:17,80,21,Tuesday,7
2025-07-08 21:28:16,97,21,Tuesday,7
2025-07-08 21:43:18,97,21,Tuesday,7
2025-07-08 21:58:17,97,21,Tuesday,7
2025-07-08 22:13:16,86,22,Tuesday,7
2025-07-08 22:28:16,88,22,Tuesday,7
2025-07-08 22:43:17,88,22,Tuesday,7
2025-07-08 22:58:19,88,22,Tuesday,7
2025-07-08 23:13:16,81,23,Tuesday,7
2025-07-08 23:28:17,81,23,Tuesday,7
2025-07-08 23:43:18,81,23,Tuesday,7
2025-07-08 23:58:16,81,23,Tuesday,7
2025-07-09 00:13:19,71,0,Wednesday,7
2025-07-09 00:28:16,84,0,Wednesday,7
2025-07-09 00:43:17,84,0,Wednesday,7
2025-07-09 00:58:17,84,0,Wednesday,7
2025-07-09 01:13:19,67,1,Wednesday,7
2025-07-09 01:28:16,83,1,Wednesday,7
2025-07-09 01:43:16,83,1,Wednesday,7
2025-07-09 01:58:16,83,1,Wednesday,7
2025-07-09 02:13:16,82,2,Wednesday,7
2025-07-09 02:28:16,82,2,Wednesday,7
2025-07-09 02:43:17,82,2,Wednesday,7
2025-07-09 02:58:16,82,2,Wednesday,7
2025-07-09 03:13:16,62,3,Wednesday,7
2025-07-09 03:28:16,77,3,Wednesday,7
2025-07-09 03:43:16,77,3,Wednesday,7
2025-07-09 03:58:17,77,3,Wednesday,7
2025-07-09 04:13:16,60,4,Wednesday,7
2025-07-09 04:28:17,74,4,Wednesday,7
2025-07-09 04:43:18,74,4,Wednesday,7
2025-07-09 04:58:18,74,4,Wednesday,7
2025-07-09 05:13:17,75,5,Wednesday,7
2025-07-09 05:28:17,89,5,Wednesday,7
2025-07-09 05:43:17,89,5,Wednesday,7
2025-07-09 05:58:17,89,5,Wednesday,7
2025-07-09 06:13:16,60,6,Wednesday,7
2025-07-09 06:28:17,63,6,Wednesday,7
2025-07-09 06:43:17,63,6,Wednesday,7
2025-07-09 06:58:18,63,6,Wednesday,7
2025-07-09 07:13:17,62,7,Wednesday,7
2025-07-09 07:28:17,67,7,Wednesday,7
2025-07-09 07:43:17,67,7,Wednesday,7
2025-07-09 07:58:18,67,7,Wednesday,7
2025-07-09 08:13:19,63,8,Wednesday,7
2025-07-09 08:28:19,63,8,Wednesday,7
2025-07-09 08:43:17,63,8,Wednesday,7
2025-07-09 08:58:18,63,8,Wednesday,7
2025-07-09 09:13:17,61,9,Wednesday,7
2025-07-09 09:28:17,68,9,Wednesday,7
2025-07-09 09:43:17,68,9,Wednesday,7
2025-07-09 09:58:18,68,9,Wednesday,7
2025-07-09 10:13:17,63,10,Wednesday,7
2025-07-09 10:28:16,71,10,Wednesday,7
2025-07-09 10:43:18,71,10,Wednesday,7
2025-07-09 10:58:19,71,10,Wednesday,7
2025-07-09 11:13:17,66,11,Wednesday,7
2025-07-09 11:28:17,75,11,Wednesday,7
2025-07-09 11:43:17,75,11,Wednesday,7
2025-07-09 11:58:17,75,11,Wednesday,7
2025-07-09 12:13:22,71,12,Wednesday,7
2025-07-09 12:28:17,79,12,Wednesday,7
2025-07-09 12:43:17,79,12,Wednesday,7
2025-07-09 12:58:19,79,12,Wednesday,7
2025-07-09 13:13:19,67,13,Wednesday,7
2025-07-09 13:28:19,74,13,Wednesday,7
2025-07-09 13:43:19,74,13,Wednesday,7
2025-07-09 13:58:20,74,13,Wednesday,7
2025-07-09 14:13:16,70,14,Wednesday,7
2025-07-09 14:28:19,77,14,Wednesday,7
2025-07-09 14:43:17,77,14,Wednesday,7
2025-07-09 14:58:19,77,14,Wednesday,7
2025-07-09 15:13:17,70,15,Wednesday,7
2025-07-09 15:28:18,75,15,Wednesday,7
2025-07-09 15:43:18,75,15,Wednesday,7
2025-07-09 15:58:18,75,15,Wednesday,7
2025-07-09 16:13:19,70,16,Wednesday,7
2025-07-09 16:28:18,70,16,Wednesday,7
2025-07-09 16:43:16,70,16,Wednesday,7
2025-07-09 16:58:17,70,16,Wednesday,7
2025-07-09 17:13:17,71,17,Wednesday,7
2025-07-09 17:28:18,76,17,Wednesday,7
2025-07-09 17:43:16,76,17,Wednesday,7
